,Город,Регион,Год,Численность
20886,Протвино,Московская область,2020,35400
20887,Протвино,Московская область,2021,34900
20888,Прохладный,Кабардино-Балкарская Республика,1897,3400
20889,Прохладный,Кабардино-Балкарская Республика,1939,25400
20890,Прохладный,Кабардино-Балкарская Республика,1959,28800
20891,Прохладный,Кабардино-Балкарская Республика,1967,36000
20892,Прохладный,Кабардино-Балкарская Республика,1970,40100
20893,Прохладный,Кабардино-Балкарская Республика,1979,47600
20894,Прохладный,Кабардино-Балкарская Республика,1986,53000
20895,Прохладный,Кабардино-Балкарская Республика,1992,58700
20896,Прохладный,Кабардино-Балкарская Республика,1996,59500
20897,Прохладный,Кабардино-Балкарская Республика,1998,59800
20898,Прохладный,Кабардино-Балкарская Республика,2000,59300
20899,Прохладный,Кабардино-Балкарская Республика,2001,59100
20900,Прохладный,Кабардино-Балкарская Республика,2003,61800
20901,Прохладный,Кабардино-Балкарская Республика,2005,60800
20902,Прохладный,Кабардино-Балкарская Республика,2007,60300
20903,Прохладный,Кабардино-Балкарская Республика,2008,60300
20904,Прохладный,Кабардино-Балкарская Республика,2010,60000
20905,Прохладный,Кабардино-Балкарская Республика,2011,59600
20906,Прохладный,Кабардино-Балкарская Республика,2012,58800
20907,Прохладный,Кабардино-Балкарская Республика,2013,58200
20908,Прохладный,Кабардино-Балкарская Республика,2014,57900
20909,Прохладный,Кабардино-Балкарская Республика,2016,58100
20910,Прохладный,Кабардино-Балкарская Республика,2017,57900
20911,Прохладный,Кабардино-Балкарская Республика,2018,57900
20912,Прохладный,Кабардино-Балкарская Республика,2019,57900
20913,Прохладный,Кабардино-Балкарская Республика,2020,58200
20914,Прохладный,Кабардино-Балкарская Республика,2021,58700
20915,Псков,Псковская область,1811,9300
20916,Псков,Псковская область,1840,10300
20917,Псков,Псковская область,1856,16300
20918,Псков,Псковская область,1863,16800
20919,Псков,Псковская область,1897,30500
20920,Псков,Псковская область,1914,34100
20921,Псков,Псковская область,1926,43900
20922,Псков,Псковская область,1931,40000
20923,Псков,Псковская область,1939,60400
20924,Псков,Псковская область,1959,81300
20925,Псков,Псковская область,1967,112000
20926,Псков,Псковская область,1970,126700
20927,Псков,Псковская область,1973,141000
20928,Псков,Псковская область,1976,156000
20929,Псков,Псковская область,1979,175700
20930,Псков,Псковская область,1982,182000
20931,Псков,Псковская область,1986,197000
20932,Псков,Псковская область,1989,203800
20933,Псков,Псковская область,1992,208500
20934,Псков,Псковская область,1996,207100
20935,Псков,Псковская область,2000,201500
20936,Псков,Псковская область,2001,200400
20937,Псков,Псковская область,2003,202800
20938,Псков,Псковская область,2005,200100
20939,Псков,Псковская область,2006,197000
20940,Псков,Псковская область,2007,194900
20941,Псков,Псковская область,2008,194200
20942,Псков,Псковская область,2010,191800
20943,Псков,Псковская область,2011,203300
20944,Псков,Псковская область,2012,204000
20945,Псков,Псковская область,2014,206700
20946,Псков,Псковская область,2015,207600
20947,Псков,Псковская область,2016,208100
20948,Псков,Псковская область,2017,209800
20949,Псков,Псковская область,2018,210500
20950,Псков,Псковская область,2019,210100
20951,Псков,Псковская область,2020,210300
20952,Псков,Псковская область,2021,209400
20953,Пугачёв,Саратовская область,1856,5700
20954,Пугачёв,Саратовская область,1897,12500
20955,Пугачёв,Саратовская область,1913,15800
20956,Пугачёв,Саратовская область,1926,17500
20957,Пугачёв,Саратовская область,1931,18500
20958,Пугачёв,Саратовская область,1939,24500
20959,Пугачёв,Саратовская область,1959,32700
20960,Пугачёв,Саратовская область,1967,35000
20961,Пугачёв,Саратовская область,1979,39050
20962,Пугачёв,Саратовская область,1989,40900
20963,Пугачёв,Саратовская область,1992,41400
20964,Пугачёв,Саратовская область,1996,42200
20965,Пугачёв,Саратовская область,1998,42200
20966,Пугачёв,Саратовская область,2000,42600
20967,Пугачёв,Саратовская область,2001,42700
20968,Пугачёв,Саратовская область,2003,41400
20969,Пугачёв,Саратовская область,2006,42200
20970,Пугачёв,Саратовская область,2007,42400
20971,Пугачёв,Саратовская область,2008,42700
20972,Пугачёв,Саратовская область,2010,43100
20973,Пугачёв,Саратовская область,2011,41700
20974,Пугачёв,Саратовская область,2012,41600
20975,Пугачёв,Саратовская область,2013,41400
20976,Пугачёв,Саратовская область,2014,41400
20977,Пугачёв,Саратовская область,2016,41300
20978,Пугачёв,Саратовская область,2017,41100
20979,Пугачёв,Саратовская область,2018,40900
20980,Пугачёв,Саратовская область,2019,40900
20981,Пугачёв,Саратовская область,2020,40700
20982,Пугачёв,Саратовская область,2021,40400
20983,Пудож,Республика Карелия,1856,1000
20984,Пудож,Республика Карелия,1897,1500
20985,Пудож,Республика Карелия,1913,2800
20986,Пудож,Республика Карелия,1939,4400
20987,Пудож,Республика Карелия,1959,7000
20988,Пудож,Республика Карелия,1970,8000
20989,Пудож,Республика Карелия,1979,8700
20990,Пудож,Республика Карелия,1992,11700
20991,Пудож,Республика Карелия,1996,11600
20992,Пудож,Республика Карелия,1998,11500
20993,Пудож,Республика Карелия,2000,11400
20994,Пудож,Республика Карелия,2001,11300
20995,Пудож,Республика Карелия,2003,10600
20996,Пудож,Республика Карелия,2005,10200
20997,Пудож,Республика Карелия,2007,10000
20998,Пудож,Республика Карелия,2008,9900
20999,Пудож,Республика Карелия,2010,9900
21000,Пудож,Республика Карелия,2011,9700
21001,Пудож,Республика Карелия,2012,9500
21002,Пудож,Республика Карелия,2013,9400
21003,Пудож,Республика Карелия,2014,9300
21004,Пудож,Республика Карелия,2016,9200
21005,Пудож,Республика Карелия,2017,9000
21006,Пудож,Республика Карелия,2018,8900
21007,Пудож,Республика Карелия,2019,8700
21008,Пудож,Республика Карелия,2020,8600
21009,Пудож,Республика Карелия,2021,8500
21010,Пустошка,Псковская область,1926,1600
21011,Пустошка,Псковская область,1931,1600
21012,Пустошка,Псковская область,1939,2600
21013,Пустошка,Псковская область,1959,3400
21014,Пустошка,Псковская область,1970,4600
21015,Пустошка,Псковская область,1979,5400
21016,Пустошка,Псковская область,1989,6300
21017,Пустошка,Псковская область,1996,6200
21018,Пустошка,Псковская область,1998,6100
21019,Пустошка,Псковская область,2000,5900
21020,Пустошка,Псковская область,2001,5900
21021,Пустошка,Псковская область,2003,5500
21022,Пустошка,Псковская область,2005,5300
21023,Пустошка,Псковская область,2006,5200
21024,Пустошка,Псковская область,2008,5000
21025,Пустошка,Псковская область,2010,4800
21026,Пустошка,Псковская область,2011,4600
21027,Пустошка,Псковская область,2012,4500
21028,Пустошка,Псковская область,2013,4400
21029,Пустошка,Псковская область,2014,4300
21030,Пустошка,Псковская область,2015,4300
21031,Пустошка,Псковская область,2017,4100
21032,Пустошка,Псковская область,2018,4000
21033,Пустошка,Псковская область,2019,4000
21034,Пустошка,Псковская область,2020,3900
21035,Пустошка,Псковская область,2021,3800
21036,Пучеж,Ивановская область,1856,900
21037,Пучеж,Ивановская область,1897,3000
21038,Пучеж,Ивановская область,1926,5100
21039,Пучеж,Ивановская область,1931,5700
21040,Пучеж,Ивановская область,1939,7300
21041,Пучеж,Ивановская область,1959,9300
21042,Пучеж,Ивановская область,1970,12300
21043,Пучеж,Ивановская область,1989,12700
21044,Пучеж,Ивановская область,1992,12700
21045,Пучеж,Ивановская область,1996,12100
21046,Пучеж,Ивановская область,1998,12000
21047,Пучеж,Ивановская область,2000,11800
21048,Пучеж,Ивановская область,2001,11600
21049,Пучеж,Ивановская область,2003,10300
21050,Пучеж,Ивановская область,2006,9800
21051,Пучеж,Ивановская область,2007,9600
21052,Пучеж,Ивановская область,2008,9500
21053,Пучеж,Ивановская область,2010,9200
21054,Пучеж,Ивановская область,2011,8600
21055,Пучеж,Ивановская область,2012,8200
21056,Пучеж,Ивановская область,2013,7900
21057,Пучеж,Ивановская область,2015,7500
21058,Пучеж,Ивановская область,2016,7300
21059,Пучеж,Ивановская область,2017,7100
21060,Пучеж,Ивановская область,2018,6800
21061,Пучеж,Ивановская область,2019,6500
21062,Пучеж,Ивановская область,2020,6300
21063,Пучеж,Ивановская область,2021,6000
21064,Пушкино,Московская область,1897,2000
21065,Пушкино,Московская область,1926,3700
21066,Пушкино,Московская область,1931,11700
21067,Пушкино,Московская область,1939,21100
21068,Пушкино,Московская область,1959,30000
21069,Пушкино,Московская область,1967,41000
21070,Пушкино,Московская область,1970,48400
21071,Пушкино,Московская область,1973,54000
21072,Пушкино,Московская область,1979,68500
21073,Пушкино,Московская область,1982,72000
21074,Пушкино,Московская область,1986,74000
21075,Пушкино,Московская область,1989,75800
21076,Пушкино,Московская область,1992,75600
21077,Пушкино,Московская область,1996,79100
21078,Пушкино,Московская область,1998,71000
21079,Пушкино,Московская область,2000,70200
21080,Пушкино,Московская область,2003,72400
21081,Пушкино,Московская область,2005,96400
21082,Пушкино,Московская область,2006,96900
21083,Пушкино,Московская область,2007,97400
21084,Пушкино,Московская область,2008,97700
21085,Пушкино,Московская область,2010,98900
21086,Пушкино,Московская область,2011,102900
21087,Пушкино,Московская область,2012,103300
21088,Пушкино,Московская область,2014,106100
21089,Пушкино,Московская область,2015,108300
21090,Пушкино,Московская область,2016,107100
21091,Пушкино,Московская область,2017,106600
21092,Пушкино,Московская область,2018,105500
21093,Пушкино,Московская область,2019,106800
21094,Пушкино,Московская область,2020,107600
21095,Пушкино,Московская область,2021,108700
21096,Пущино,Московская область,1970,10100
21097,Пущино,Московская область,1979,16500
21098,Пущино,Московская область,1989,19500
21099,Пущино,Московская область,1992,20300
21100,Пущино,Московская область,1996,20900
21101,Пущино,Московская область,1998,20800
21102,Пущино,Московская область,2001,20600
21103,Пущино,Московская область,2003,20000
21104,Пущино,Московская область,2005,20100
21105,Пущино,Московская область,2006,20000
21106,Пущино,Московская область,2007,20000
21107,Пущино,Московская область,2008,20100
21108,Пущино,Московская область,2011,20300
21109,Пущино,Московская область,2012,20900
21110,Пущино,Московская область,2013,21100
21111,Пущино,Московская область,2014,21200
21112,Пущино,Московская область,2015,21200
21113,Пущино,Московская область,2016,21300
21114,Пущино,Московская область,2018,21000
21115,Пущино,Московская область,2019,20800
21116,Пущино,Московская область,2020,20700
21117,Пущино,Московская область,2021,20600
21118,Пыталово,Псковская область,1959,3500
21119,Пыталово,Псковская область,1970,4100
21120,Пыталово,Псковская область,1979,5400
21121,Пыталово,Псковская область,1989,7200
21122,Пыталово,Псковская область,1992,7200
21123,Пыталово,Псковская область,1996,7300
21124,Пыталово,Псковская область,2000,7200
21125,Пыталово,Псковская область,2001,7100
21126,Пыталово,Псковская область,2003,6800
21127,Пыталово,Псковская область,2005,6600
21128,Пыталово,Псковская область,2006,6500
21129,Пыталово,Псковская область,2007,6400
21130,Пыталово,Псковская область,2010,6100
21131,Пыталово,Псковская область,2011,5800
21132,Пыталово,Псковская область,2012,5700
21133,Пыталово,Псковская область,2013,5600
21134,Пыталово,Псковская область,2014,5400
21135,Пыталово,Псковская область,2015,5400
21136,Пыталово,Псковская область,2017,5300
21137,Пыталово,Псковская область,2018,5300
21138,Пыталово,Псковская область,2019,5400
21139,Пыталово,Псковская область,2020,5400
21140,Пыталово,Псковская область,2021,5400
21141,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,1989,31000
21142,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,1992,31000
21143,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,1998,42500
21144,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2000,41600
21145,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2001,42100
21146,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2005,41500
21147,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2006,41600
21148,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2007,41500
21149,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2008,41600
21150,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2010,41600
21151,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2012,41100
21152,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2013,40800
21153,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2014,41000
21154,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2015,41000
21155,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2016,40900
21156,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2018,40300
21157,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2019,39800
21158,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2020,39600
21159,Пыть-Ях,Ханты-Мансийский автономный округ - Югра,2021,39400
21160,Пятигорск,Ставропольский край,1856,6900
21161,Пятигорск,Ставропольский край,1897,18400
21162,Пятигорск,Ставропольский край,1913,64800
21163,Пятигорск,Ставропольский край,1923,49700
21164,Пятигорск,Ставропольский край,1926,53500
21165,Пятигорск,Ставропольский край,1931,55600
21166,Пятигорск,Ставропольский край,1939,63200
21167,Пятигорск,Ставропольский край,1959,69600
21168,Пятигорск,Ставропольский край,1962,74000
21169,Пятигорск,Ставропольский край,1970,93100
21170,Пятигорск,Ставропольский край,1973,98000
21171,Пятигорск,Ставропольский край,1976,105000
21172,Пятигорск,Ставропольский край,1979,109900
21173,Пятигорск,Ставропольский край,1982,115000
21174,Пятигорск,Ставропольский край,1986,120000
21175,Пятигорск,Ставропольский край,1989,129500
21176,Пятигорск,Ставропольский край,1992,132000
21177,Пятигорск,Ставропольский край,1996,133700
21178,Пятигорск,Ставропольский край,2000,132500
21179,Пятигорск,Ставропольский край,2001,131300
21180,Пятигорск,Ставропольский край,2003,140600
21181,Пятигорск,Ставропольский край,2005,139700
21182,Пятигорск,Ставропольский край,2006,139500
21183,Пятигорск,Ставропольский край,2007,139300
21184,Пятигорск,Ставропольский край,2008,140100
21185,Пятигорск,Ставропольский край,2010,142900
21186,Пятигорск,Ставропольский край,2011,142500
21187,Пятигорск,Ставропольский край,2013,145400
21188,Пятигорск,Ставропольский край,2014,146000
21189,Пятигорск,Ставропольский край,2015,146000
21190,Пятигорск,Ставропольский край,2016,145400
21191,Пятигорск,Ставропольский край,2017,145800
21192,Пятигорск,Ставропольский край,2018,145900
21193,Пятигорск,Ставропольский край,2019,146300
21194,Пятигорск,Ставропольский край,2020,147900
21195,Пятигорск,Ставропольский край,2021,146300
21196,Радужный,Владимирская область,1976,2400
21197,Радужный,Владимирская область,1983,10000
21198,Радужный,Владимирская область,1996,17400
21199,Радужный,Владимирская область,1998,17900
21200,Радужный,Владимирская область,2000,18500
21201,Радужный,Владимирская область,2003,17500
21202,Радужный,Владимирская область,2005,17700
21203,Радужный,Владимирская область,2006,17800
21204,Радужный,Владимирская область,2007,17800
21205,Радужный,Владимирская область,2008,17800
21206,Радужный,Владимирская область,2011,18200
21207,Радужный,Владимирская область,2012,18400
21208,Радужный,Владимирская область,2013,18500
21209,Радужный,Владимирская область,2014,18400
21210,Радужный,Владимирская область,2015,18400
21211,Радужный,Владимирская область,2017,18500
21212,Радужный,Владимирская область,2018,18500
21213,Радужный,Владимирская область,2019,18500
21214,Радужный,Владимирская область,2020,18300
21215,Радужный,Владимирская область,2021,18500
21216,Радужный,Ханты-Мансийский автономный округ - Югра,1989,43700
21217,Радужный,Ханты-Мансийский автономный округ - Югра,1992,46800
21218,Радужный,Ханты-Мансийский автономный округ - Югра,1996,46600
21219,Радужный,Ханты-Мансийский автономный округ - Югра,1998,46100
21220,Радужный,Ханты-Мансийский автономный округ - Югра,2000,45800
21221,Радужный,Ханты-Мансийский автономный округ - Югра,2003,47100
21222,Радужный,Ханты-Мансийский автономный округ - Югра,2005,47900
21223,Радужный,Ханты-Мансийский автономный округ - Югра,2006,47900
21224,Радужный,Ханты-Мансийский автономный округ - Югра,2007,47800
21225,Радужный,Ханты-Мансийский автономный округ - Югра,2008,47700
21226,Радужный,Ханты-Мансийский автономный округ - Югра,2011,43400
21227,Радужный,Ханты-Мансийский автономный округ - Югра,2012,43600
21228,Радужный,Ханты-Мансийский автономный округ - Югра,2013,43600
21229,Радужный,Ханты-Мансийский автономный округ - Югра,2014,43200
21230,Радужный,Ханты-Мансийский автономный округ - Югра,2015,42900
21231,Радужный,Ханты-Мансийский автономный округ - Югра,2017,43200
21232,Радужный,Ханты-Мансийский автономный округ - Югра,2018,43500
21233,Радужный,Ханты-Мансийский автономный округ - Югра,2019,43700
21234,Радужный,Ханты-Мансийский автономный округ - Югра,2020,43700
21235,Радужный,Ханты-Мансийский автономный округ - Югра,2021,44100
21236,Райчихинск,Амурская область,1939,3800
21237,Райчихинск,Амурская область,1959,27500
21238,Райчихинск,Амурская область,1967,27000
21239,Райчихинск,Амурская область,1970,25200
21240,Райчихинск,Амурская область,1979,28100
21241,Райчихинск,Амурская область,1989,27900
21242,Райчихинск,Амурская область,1996,27100
21243,Райчихинск,Амурская область,1998,26900
21244,Райчихинск,Амурская область,2000,26500
21245,Райчихинск,Амурская область,2001,25900
21246,Райчихинск,Амурская область,2003,24500
21247,Райчихинск,Амурская область,2005,23700
21248,Райчихинск,Амурская область,2007,23300
21249,Райчихинск,Амурская область,2008,22900
21250,Райчихинск,Амурская область,2010,22300
21251,Райчихинск,Амурская область,2011,20500
21252,Райчихинск,Амурская область,2012,20200
21253,Райчихинск,Амурская область,2013,20000
21254,Райчихинск,Амурская область,2015,17900
21255,Райчихинск,Амурская область,2016,17800
21256,Райчихинск,Амурская область,2017,17600
21257,Райчихинск,Амурская область,2018,17400
21258,Райчихинск,Амурская область,2019,17100
21259,Райчихинск,Амурская область,2020,16800
21260,Раменское,Московская область,1926,13700
21261,Раменское,Московская область,1931,19900
21262,Раменское,Московская область,1939,28400
21263,Раменское,Московская область,1959,46500
21264,Раменское,Московская область,1967,53000
21265,Раменское,Московская область,1970,61000
21266,Раменское,Московская область,1973,67000
21267,Раменское,Московская область,1976,72000
21268,Раменское,Московская область,1982,81000
21269,Раменское,Московская область,1986,85000
21270,Раменское,Московская область,1989,87700
21271,Раменское,Московская область,1992,88900
21272,Раменское,Московская область,1996,86300
21273,Раменское,Московская область,1998,85700
21274,Раменское,Московская область,2000,85100
21275,Раменское,Московская область,2001,84700
21276,Раменское,Московская область,2005,81600
21277,Раменское,Московская область,2006,81800
21278,Раменское,Московская область,2007,82000
21279,Раменское,Московская область,2008,82300
21280,Раменское,Московская область,2010,83700
21281,Раменское,Московская область,2011,96300
21282,Раменское,Московская область,2012,99100
21283,Раменское,Московская область,2013,100800
21284,Раменское,Московская область,2015,106300
21285,Раменское,Московская область,2016,109700
21286,Раменское,Московская область,2017,113000
21287,Раменское,Московская область,2018,116100
21288,Раменское,Московская область,2019,119900
21289,Раменское,Московская область,2020,121900
21290,Раменское,Московская область,2021,123600
21291,Рассказово,Тамбовская область,1897,12000
21292,Рассказово,Тамбовская область,1926,25000
21293,Рассказово,Тамбовская область,1931,26600
21294,Рассказово,Тамбовская область,1939,30800
21295,Рассказово,Тамбовская область,1959,33800
21296,Рассказово,Тамбовская область,1967,37000
21297,Рассказово,Тамбовская область,1970,40000
21298,Рассказово,Тамбовская область,1989,49100
21299,Рассказово,Тамбовская область,1992,50000
21300,Рассказово,Тамбовская область,1996,50400
21301,Рассказово,Тамбовская область,1998,49900
21302,Рассказово,Тамбовская область,2000,49300
21303,Рассказово,Тамбовская область,2001,48800
21304,Рассказово,Тамбовская область,2003,46500
21305,Рассказово,Тамбовская область,2006,45000
21306,Рассказово,Тамбовская область,2007,44600
21307,Рассказово,Тамбовская область,2008,44400
21308,Рассказово,Тамбовская область,2010,44100
21309,Рассказово,Тамбовская область,2011,45500
21310,Рассказово,Тамбовская область,2012,45100
21311,Рассказово,Тамбовская область,2013,45000
21312,Рассказово,Тамбовская область,2015,44800
21313,Рассказово,Тамбовская область,2016,44200
21314,Рассказово,Тамбовская область,2017,43800
21315,Рассказово,Тамбовская область,2018,43300
21316,Рассказово,Тамбовская область,2019,42800
21317,Рассказово,Тамбовская область,2020,42700
21318,Рассказово,Тамбовская область,2021,42300
21319,Ревда,Свердловская область,1926,10000
21320,Ревда,Свердловская область,1931,11300
21321,Ревда,Свердловская область,1939,32200
21322,Ревда,Свердловская область,1959,54900
21323,Ревда,Свердловская область,1962,57000
21324,Ревда,Свердловская область,1967,57000
21325,Ревда,Свердловская область,1970,59100
21326,Ревда,Свердловская область,1973,60000
21327,Ревда,Свердловская область,1979,62900
21328,Ревда,Свердловская область,1982,64000
21329,Ревда,Свердловская область,1986,66000
21330,Ревда,Свердловская область,1989,65800
21331,Ревда,Свердловская область,1992,66100
21332,Ревда,Свердловская область,1996,65400
21333,Ревда,Свердловская область,1998,65300
21334,Ревда,Свердловская область,2000,65400
21335,Ревда,Свердловская область,2003,62700
21336,Ревда,Свердловская область,2005,62000
21337,Ревда,Свердловская область,2006,61900
21338,Ревда,Свердловская область,2007,61800
21339,Ревда,Свердловская область,2008,61700
21340,Ревда,Свердловская область,2010,61700
21341,Ревда,Свердловская область,2011,61900
21342,Ревда,Свердловская область,2012,61800
21343,Ревда,Свердловская область,2014,62000
21344,Ревда,Свердловская область,2015,62200
21345,Ревда,Свердловская область,2016,62400
21346,Ревда,Свердловская область,2017,62600
21347,Ревда,Свердловская область,2018,62700
21348,Ревда,Свердловская область,2019,62300
21349,Ревда,Свердловская область,2020,61500
21350,Ревда,Свердловская область,2021,60800
21351,Реж,Свердловская область,1939,9700
21352,Реж,Свердловская область,1959,21300
21353,Реж,Свердловская область,1967,30000
21354,Реж,Свердловская область,1970,29900
21355,Реж,Свердловская область,1979,37900
21356,Реж,Свердловская область,1989,43400
21357,Реж,Свердловская область,1996,42400
21358,Реж,Свердловская область,1998,42000
21359,Реж,Свердловская область,2000,41800
21360,Реж,Свердловская область,2001,41700
21361,Реж,Свердловская область,2003,39900
21362,Реж,Свердловская область,2005,39300
21363,Реж,Свердловская область,2007,39100
21364,Реж,Свердловская область,2008,38900
21365,Реж,Свердловская область,2010,38700
21366,Реж,Свердловская область,2011,38200
21367,Реж,Свердловская область,2012,37900
21368,Реж,Свердловская область,2013,37700
21369,Реж,Свердловская область,2015,37700
21370,Реж,Свердловская область,2016,37600
21371,Реж,Свердловская область,2017,37400
21372,Реж,Свердловская область,2018,37200
21373,Реж,Свердловская область,2019,36800
21374,Реж,Свердловская область,2020,36800
21375,Реутов,Московская область,1926,6500
21376,Реутов,Московская область,1931,8500
21377,Реутов,Московская область,1939,14800
21378,Реутов,Московская область,1959,24300
21379,Реутов,Московская область,1967,39000
21380,Реутов,Московская область,1970,50200
21381,Реутов,Московская область,1973,55000
21382,Реутов,Московская область,1976,57000
21383,Реутов,Московская область,1982,64000
21384,Реутов,Московская область,1986,67000
21385,Реутов,Московская область,1989,68300
21386,Реутов,Московская область,1992,69100
21387,Реутов,Московская область,1996,69900
21388,Реутов,Московская область,1998,70300
21389,Реутов,Московская область,2000,71400
21390,Реутов,Московская область,2001,71600
21391,Реутов,Московская область,2005,79100
21392,Реутов,Московская область,2006,80000
21393,Реутов,Московская область,2007,81100
21394,Реутов,Московская область,2008,81600
21395,Реутов,Московская область,2010,83600
21396,Реутов,Московская область,2011,87300
21397,Реутов,Московская область,2012,89300
21398,Реутов,Московская область,2013,91000
21399,Реутов,Московская область,2015,94200
21400,Реутов,Московская область,2016,96600
21401,Реутов,Московская область,2017,100000
21402,Реутов,Московская область,2018,103800
21403,Реутов,Московская область,2019,107000
21404,Реутов,Московская область,2020,108100
21405,Реутов,Московская область,2021,108000
21406,Ржев,Тверская область,1856,13600
21407,Ржев,Тверская область,1897,21300
21408,Ржев,Тверская область,1913,23200
21409,Ржев,Тверская область,1926,33000
21410,Ржев,Тверская область,1931,34000
21411,Ржев,Тверская область,1939,54100
21412,Ржев,Тверская область,1959,49000
21413,Ржев,Тверская область,1962,55000
21414,Ржев,Тверская область,1967,59000
21415,Ржев,Тверская область,1973,65000
21416,Ржев,Тверская область,1976,67000
21417,Ржев,Тверская область,1979,68900
21418,Ржев,Тверская область,1982,70000
21419,Ржев,Тверская область,1986,70000
21420,Ржев,Тверская область,1989,69800
21421,Ржев,Тверская область,1992,70900
21422,Ржев,Тверская область,1996,70400
21423,Ржев,Тверская область,1998,70200
21424,Ржев,Тверская область,2001,68400
21425,Ржев,Тверская область,2003,63700
21426,Ржев,Тверская область,2005,62400
21427,Ржев,Тверская область,2006,61600
21428,Ржев,Тверская область,2007,61000
21429,Ржев,Тверская область,2008,60700
21430,Ржев,Тверская область,2010,60100
21431,Ржев,Тверская область,2011,62000
21432,Ржев,Тверская область,2012,61400
21433,Ржев,Тверская область,2014,60800
21434,Ржев,Тверская область,2015,60300
21435,Ржев,Тверская область,2016,60000
21436,Ржев,Тверская область,2017,59800
21437,Ржев,Тверская область,2018,59400
21438,Ржев,Тверская область,2019,58600
21439,Ржев,Тверская область,2020,57500
21440,Ржев,Тверская область,2021,56400
21441,Родники,Ивановская область,1931,19300
21442,Родники,Ивановская область,1939,27000
21443,Родники,Ивановская область,1959,29300
21444,Родники,Ивановская область,1967,31000
21445,Родники,Ивановская область,1970,30000
21446,Родники,Ивановская область,1979,30600
21447,Родники,Ивановская область,1989,32100
21448,Родники,Ивановская область,1996,31800
21449,Родники,Ивановская область,1998,31800
21450,Родники,Ивановская область,2000,30700
21451,Родники,Ивановская область,2001,30500
21452,Родники,Ивановская область,2003,28400
21453,Родники,Ивановская область,2005,27900
21454,Родники,Ивановская область,2006,27700
21455,Родники,Ивановская область,2008,27700
21456,Родники,Ивановская область,2010,27300
21457,Родники,Ивановская область,2011,26300
21458,Родники,Ивановская область,2012,25900
21459,Родники,Ивановская область,2013,25700
21460,Родники,Ивановская область,2014,25400
21461,Родники,Ивановская область,2015,25100
21462,Родники,Ивановская область,2017,24700
21463,Родники,Ивановская область,2018,24300
21464,Родники,Ивановская область,2019,24100
21465,Родники,Ивановская область,2020,23900
21466,Родники,Ивановская область,2021,23900
21467,Рославль,Смоленская область,1856,6300
21468,Рославль,Смоленская область,1897,17800
21469,Рославль,Смоленская область,1913,30100
21470,Рославль,Смоленская область,1926,26000
21471,Рославль,Смоленская область,1931,28400
21472,Рославль,Смоленская область,1939,41500
21473,Рославль,Смоленская область,1959,37400
21474,Рославль,Смоленская область,1967,46000
21475,Рославль,Смоленская область,1970,48500
21476,Рославль,Смоленская область,1976,55000
21477,Рославль,Смоленская область,1979,56000
21478,Рославль,Смоленская область,1982,58000
21479,Рославль,Смоленская область,1986,61000
21480,Рославль,Смоленская область,1989,60500
21481,Рославль,Смоленская область,1992,60700
21482,Рославль,Смоленская область,1996,61100
21483,Рославль,Смоленская область,1998,60000
21484,Рославль,Смоленская область,2000,58500
21485,Рославль,Смоленская область,2003,57700
21486,Рославль,Смоленская область,2005,56500
21487,Рославль,Смоленская область,2006,55900
21488,Рославль,Смоленская область,2007,55300
21489,Рославль,Смоленская область,2008,54700
21490,Рославль,Смоленская область,2010,53700
21491,Рославль,Смоленская область,2011,54900
21492,Рославль,Смоленская область,2012,53900
21493,Рославль,Смоленская область,2013,53000
21494,Рославль,Смоленская область,2015,51800
21495,Рославль,Смоленская область,2016,51500
21496,Рославль,Смоленская область,2017,50900
21497,Рославль,Смоленская область,2018,50100
21498,Рославль,Смоленская область,2019,49400
21499,Рославль,Смоленская область,2020,48900
21500,Рославль,Смоленская область,2021,48200
21501,Россошь,Воронежская область,1897,8800
21502,Россошь,Воронежская область,1926,16300
21503,Россошь,Воронежская область,1931,20500
21504,Россошь,Воронежская область,1939,17200
21505,Россошь,Воронежская область,1959,30200
21506,Россошь,Воронежская область,1967,34000
21507,Россошь,Воронежская область,1970,36400
21508,Россошь,Воронежская область,1986,53000
21509,Россошь,Воронежская область,1989,57000
21510,Россошь,Воронежская область,1992,59300
21511,Россошь,Воронежская область,1996,63400
21512,Россошь,Воронежская область,1998,63900
21513,Россошь,Воронежская область,2000,64300
21514,Россошь,Воронежская область,2001,64400
